degree_names,languages,matched_score,institution_count,max_passing_year,gpa,min_experience_requirement,min_age_requirement,extra_curricular,certification,major1_mapped,major2_mapped,job1,job2,job3
Master,,0.65,2,2021,,2.0,25.0,0,0,Electrical Engineering,Data Science,,,
Bachelor,,0.783333333,1,,3.4,3.0,40.0,0,0,Design Technology,Undeclared,Engineering Technician,Material Handler,General Laborer
Master,,0.583333,3,2011,,1.0,,1,1,Mechanical Engineering,Business Administration,Director,,Vice President
Bachelor,,0.803333333,1,2019,,2.0,25.0,0,1,Electrical Engineering,Undeclared,Data Engineer,,
Bachelor,,0.6,1,2006,3.73,5.0,30.0,0,0,Electrical Engineering,Undeclared,Engineer,Electrical Design Engineer,Project Engineer
Bachelor,,0.85,1,2019,,5.0,,0,0,Undeclared,Undeclared,Blockchain Analyst,,
Master,,0.24,3,,4.0,2.0,25.0,1,1,Education,Economics,Accountant,District Administrative Manager,Business Manager
Bachelor,Spanish,0.65,1,2009,2.5,15.0,52.0,0,1,Electrical Engineering,Undeclared,Engineering Technician,Instrument Technician,Project Coordinator
Bachelor,,0.693333333,4,2015,,5.0,,0,0,Food Science,Business Administration,Engineer,Electrical Superintendent,Project Manager
Bachelor,,0.85,1,2005,,5.0,25.0,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Master,,0.283333333,2,2017,,2.0,25.0,0,1,Mechanical Engineering,Mechanical Engineering,,,Gearbox Designer
PhD,,0.75,9,2014,,1.0,,0,0,Undeclared,Undeclared,Engineer,Process Technician,Quality Engineer
Bachelor,,0.35,1,2018,,15.0,52.0,1,0,Undeclared,Undeclared,Data Analyst,,
Bachelor,,0.333333333,1,2019,,5.0,24.0,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,,
Bachelor,,0.643333333,1,1988,,4.0,,0,0,Electrical Engineering,Undeclared,Engineering Technician,Engineering Technician,Maintenance Technician
Bachelor,,0.85,1,2005,,3.0,,0,0,Accounting,Undeclared,Accountant,Tax Accountant,Accountant
Bachelor,,0.65,4,2008,,5.0,30.0,1,0,Undeclared,Accounting,Accountant,Bank Clerk,Cashier
Bachelor,,0.55,1,2019,,2.0,,0,1,Undeclared,Undeclared,Analyst,,
PhD,,0.76,3,2015,,5.0,28.0,1,0,Mechanical Engineering,Robotics Engineering,Process Engineer,Research Assistant,Researcher
Master,,0.54,2,,,2.0,25.0,0,0,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,Spanish,0.65,1,,,3.0,,0,0,General Studies,Undeclared,Business Development Director,,Admissions Director
Bachelor,,0.826666667,1,2019,,1.0,25.0,1,0,Undeclared,Undeclared,Engineer,,
Master,,0.333333333,2,2020,,2.0,25.0,1,0,Computer Science,Data Science,,,
Bachelor,,0.35,1,2013,,1.0,22.0,0,1,General Engineering,Undeclared,Computer Vision Engineer,,Data Scientist
Bachelor,,0.816666667,1,2019,,3.0,25.0,1,0,Electrical Engineering,Undeclared,Engineer,,
Bachelor,,0.626666667,1,2019,,1.0,,1,0,Civil Engineering,Undeclared,Application Development,,
Bachelor,,0.85,1,2020,,5.0,,0,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.783333333,1,2019,,3.0,,0,0,Electrical Engineering,Undeclared,Data Analyst,,
Bachelor,,0.85,1,2016,,2.0,25.0,1,0,Economics,Undeclared,Business Development Analyst,Documentation Analyst,Data Analyst
Master,,0.85,4,2016,,4.0,,0,0,Business Administration,Finance,Accountant,Subcontract Accountant,Administrative Coordinator
Bachelor,,0.65,1,,,15.0,52.0,0,0,General Studies,Undeclared,Business Development Consultant,,Sales Representative
Master,,0.77,2,2004,,2.0,25.0,0,0,Information Systems,Computer Science,Engineer,,
Master,,0.5499999999999999,3,,,1.0,25.0,0,0,Finance,Business Administration,Accountant,Consultant,Others
Bachelor,,0.2166666666666666,2,2016,3.85,5.0,24.0,0,1,Accounting,Accounting,Accountant,Office Manager,Office Manager
Bachelor,,0.3166666666666666,1,2002,,3.0,25.0,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Master,,0.716666667,2,2019,,2.0,,1,0,Computer Science,Computer Science,,,
Bachelor,Spanish,0.65,1,2010,,5.0,30.0,1,0,Sociology,Undeclared,Business Development Director,Business Development Director,Human Resources
Master,,0.716666667,2,2015,,2.0,25.0,0,1,Computer Science,Computer Science,Instructor,Software Engineer,Software Engineer
Bachelor,,0.65,1,,3.75,,,1,0,Computer Science,Undeclared,Customer Analyst,Software Engineer,Teaching Assistant
Master,,0.95,2,2020,,3.0,,0,0,Undeclared,Economics,,,
Bachelor,,0.446666667,1,,,1.0,,0,0,Computer Engineering,Undeclared,Buisness Engineer,Project Engineer,Operations Technician
Master,,0.463333333,2,2006,,1.0,22.0,0,0,Business Administration,Computer Science,,Software Engineer,
Bachelor,,0.85,1,1990,,3.0,,0,0,Electrical Engineering,Undeclared,Engineer,Engineer,Engineer
Bachelor,,0.783333333,2,,,1.0,22.0,0,0,Undeclared,Undeclared,Equipment Engineering Technician,Mechanical Technician,Operating Engineer
Master,,0.65,2,2021,,2.0,,1,0,Computer Science,Computer Science,Instructor,Research Assistant,
Bachelor,,0.816666667,3,,,4.0,,0,0,Electronic Technology,Business Administration,Clinical Engineering Manager,Imaging Service Engineer,Imaging Service Engineer
Bachelor,,0.85,2,2020,3.98,,,0,0,Undeclared,Undeclared,Engineering Office Clerk,Benefits Clerk,Sales Representative
Master,,0.683333333,2,2021,,3.0,40.0,1,0,Computer Science,Computer Science,Instructor,Research Assistant,
Master,Mandarin,0.65,2,2010,,,22.0,0,0,Accounting,Accounting,Financial Accountant,Accountant,Accountant
Bachelor,,0.816666667,1,2019,,1.0,25.0,1,0,Data Science,Undeclared,Data Scientist,,
Master,,0.7833333333333333,4,2016,,5.0,30.0,0,0,Business Administration,Finance,Accountant,Subcontract Accountant,Administrative Coordinator
Master,,0.55,2,2015,,1.0,25.0,0,1,Computer Science,Computer Science,Instructor,Software Engineer,Software Engineer
Bachelor,,0.8166666666666668,1,2008,,1.0,,0,0,Computer Science,Undeclared,Accountant,Accounts Receivable Clerk,Mortgage Underwriter
Master,Urdu,0.35,2,2020,,4.0,,1,0,Computer Science,Undeclared,Student Ambassador,Tutor,Sales Representative
Bachelor,,0.62,1,2019,,,18.0,0,0,Electrical Engineering,Undeclared,Data Analyst,,
Bachelor,,0.683333333,2,1986,4.0,5.0,25.0,0,0,General Studies,General Studies,Engineer,Service Technician,Concrete Finisher
Bachelor,,0.716666667,1,2020,3.9,5.0,,1,0,Computer Science,Undeclared,Software Engineer,,
Bachelor,,0.316666667,1,2019,,1.0,25.0,1,0,Undeclared,Undeclared,Intern,,
Master,,0.873333333,3,2012,3.7,1.0,25.0,1,0,Mechanical Engineering,Electrical Engineering,Buiness Developer,,Operations Specialist
Master,,0.716666667,2,,,1.0,,0,0,Mechanical Engineering,Natural Sciences,Manager,,Engineer
Master,,0.683333333,2,2020,,3.0,25.0,0,0,Computer Science,Data Analytics,Machine Learning Engineer,,
Bachelor,,0.816666667,1,2018,,3.0,25.0,0,0,Electrical Engineering,Undeclared,IT Technician,Computer Technician,Help Desk Technician
Master,,0.7366666666666667,3,2015,,1.0,22.0,0,0,Accounting,Finance,,Accountant,Accounting Clerk
Bachelor,,0.65,2,2001,,1.0,,0,0,Computer Aided Design,Undeclared,Engineer,Plant Manager,Precision Machinist
Bachelor,,0.45,1,2020,,2.0,25.0,0,0,Computer Science,Undeclared,,,
Bachelor,Spanish,0.7833333333333333,1,2010,,1.0,25.0,1,0,Sociology,Undeclared,Business Development Director,Business Development Director,Human Resources
Master,,0.65,3,2010,,2.0,25.0,0,1,Business Administration,Management,Engineering Specialist,Technical Support Specialist,Military Supervisor
Bachelor,,0.576666667,1,2019,,1.0,,0,0,Undeclared,Undeclared,Data Engineer,,
Bachelor,,0.75,1,2008,,3.0,40.0,0,0,Computer Science,Undeclared,Accountant,Accounts Receivable Clerk,Mortgage Underwriter
Master,,0.34,2,,,2.0,25.0,1,1,Accounting,Accounting,Accountant,Accounting Assistant,Stock Clerk
Bachelor,,0.3066666666666666,2,2010,,2.0,25.0,1,0,Accounting,Finance,Accountant,Accountant,Accountant
Master,,0.7166666666666667,3,,4.0,4.0,,1,1,Education,Economics,Accountant,District Administrative Manager,Business Manager
Master,,0.85,3,2012,3.7,3.0,40.0,1,0,Mechanical Engineering,Electrical Engineering,Buiness Developer,,Operations Specialist
Bachelor,,0.716666667,1,2020,,5.0,28.0,1,0,Information Technology,Undeclared,Data Analyst,,
Master,,0.35,2,2018,,2.0,25.0,0,0,Mathematics,Statistics,Business Analyst,,
Bachelor,,0.19,2,1996,,2.0,25.0,0,1,Aerospace Engineering,Undeclared,,,
Bachelor,,0.5,1,,,5.0,,0,0,Business Administration,Undeclared,Business Development Director,Student Loan Consultant,Territory Sales Manager
Bachelor,,0.85,1,,,2.0,25.0,0,0,Electrical Engineering,Undeclared,Technician,Technician,
Bachelor,,0.65,1,2020,,1.0,,1,0,Undeclared,Undeclared,Intern,,
Bachelor,,0.593333333,1,2018,,2.0,,0,0,Electrical Engineering,Undeclared,,,
Bachelor,,0.45,1,2010,,2.0,25.0,0,1,Finance,Undeclared,,Accountant,
Bachelor,,0.9266666666666667,1,,3.84,5.0,28.0,1,1,Accounting,Undeclared,Accountant,Accountant,Tax Analyst
Bachelor,,0.5333333333333333,2,2010,,5.0,,1,0,Accounting,Finance,Accountant,Accountant,Accountant
Bachelor,,0.85,1,2019,,1.0,25.0,1,0,Chemical Sciences,Undeclared,Data Scientist,,
Bachelor,,0.85,2,2004,4.0,,,0,1,Electrical Engineering,Legal Studies,Engineering Technician,Thermal Technician,Technical Support Specialist
Bachelor,,0.546666667,1,2021,,1.0,,1,0,Computer Science,Undeclared,,,
Master,,0.7833333333333333,2,2008,2.84,1.0,22.0,0,0,Computer Science,Natural Sciences,Business Development Director,Sales Representative,Business Development Director
Master,,0.5833333333333334,1,2013,,1.0,25.0,0,0,Business Administration,Undeclared,Business Development Director,Solutions Analyst,Product Marketing Specialist
Master,,0.95,3,2017,4.0,5.0,28.0,0,0,Data Analytics,Environmental Science,,,
Bachelor,,0.716666667,1,2015,,5.0,25.0,0,0,Computer Science,Undeclared,Computer Technician,,Help Desk Technician
Bachelor,,0.783333333,1,,,,,0,0,Computer Science,Undeclared,Software Engineer,Software Engineer,
Bachelor,,0.85,3,2023,0.4,,,1,1,Electrical Engineering,Undeclared,Intern,Intern,
Bachelor,,0.85,2,1991,,3.0,25.0,0,0,Electrical Engineering,Computer Science,Engineering Technician,Quality Assurance Specialist,
Bachelor,,0.8166666666666668,1,2008,,5.0,25.0,0,0,Computer Science,Undeclared,Accountant,Accounts Receivable Clerk,Mortgage Underwriter
Master,,0.65,2,2015,,5.0,30.0,0,1,Computer Science,Computer Science,Instructor,Software Engineer,Software Engineer
Bachelor,,0.516666667,1,2020,,5.0,30.0,1,0,Computer Science,Undeclared,,,
Bachelor,,0.65,1,2021,3.91,,22.0,0,0,Computer Science,Undeclared,Mentor,Captain,
Bachelor,,0.7266666666666666,1,,,5.0,,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Master,,0.85,2,,,15.0,52.0,0,0,Business Administration,Accounting,Accountant,Accountant,Church Administrator
Bachelor,,0.85,1,2019,,3.0,,0,0,Electrical Engineering,Undeclared,Machine Learning Engineer,,
PhD,,0.55,2,1980,,3.0,,0,0,Computer Science,Computer Science,Professor,Professor,
Master,Marathi,0.7166666666666667,2,2011,,15.0,52.0,0,0,Finance,Health Technology,Investment Accountant,,Medical Technician
Bachelor,,0.816666667,2,1995,,5.0,,0,0,Electrical Engineering,Undeclared,Engineering Specialist,Industrial Electrician,Operator
Bachelor,,0.75,1,2019,,1.0,,0,0,Undeclared,Undeclared,Blockchain Analyst,,
Master,,0.083333333,2,2020,,5.0,30.0,0,0,Computer Science,Computer Science,Software Engineer,Software Engineer,
Bachelor,Portuguese,0.783333333,1,2019,,5.0,,1,0,Computer Science,Undeclared,Software Engineer,Software Engineer,
Bachelor,,0.7833333333333333,1,,3.84,1.0,25.0,1,1,Accounting,Undeclared,Accountant,Accountant,Tax Analyst
Bachelor,,0.65,1,2020,,3.0,25.0,1,0,Computer Science,Undeclared,Python Developer,,
Bachelor,,0.65,1,2018,,,,0,0,Electrical Engineering,Undeclared,Consultant,Software Engineer,
Bachelor,,0.2833333333333333,1,2002,,1.0,22.0,0,0,Accounting,Undeclared,Accountant,Accountant,Accountant
Master,,0.5499999999999999,2,2008,2.84,2.0,25.0,0,0,Computer Science,Natural Sciences,Business Development Director,Sales Representative,Business Development Director
Bachelor,,0.0999999999999999,1,,,2.0,25.0,0,0,Accounting,Undeclared,Accountant,,
Bachelor,,0.45,1,2020,,1.0,,1,0,Computer Science,Undeclared,Computer Vision Engineer,,
Master,,0.716666667,3,2012,3.7,1.0,,1,0,Mechanical Engineering,Electrical Engineering,Buiness Developer,,Operations Specialist
Bachelor,,0.55,2,,3.7,5.0,30.0,0,0,Information Technology,Undeclared,Lighting Field Engineering Technician,Administrative Technical Assistant,Customer Service Professional
Master,,0.803333333,3,2012,,,20.0,1,1,Accounting,Aerospace Engineering,Engineer,Vice President,Program Manager
Bachelor,,0.333333333,1,2019,,5.0,24.0,1,0,Data Science,Undeclared,Data Scientist,,
Bachelor,,0.85,1,2020,,,,1,0,Computer Science,Undeclared,Computer Vision Engineer,,
Bachelor,,0.85,1,2006,,5.0,25.0,0,0,Business Administration,Undeclared,Business Development Director,Technology Coordinator,Region Coordinator
Bachelor,,0.416666667,1,2019,,1.0,25.0,0,0,Undeclared,Undeclared,,,
Bachelor,,0.626666667,1,2020,,1.0,22.0,1,0,Mechanical Engineering,Undeclared,Business Analyst,,
Master,,0.826666667,2,2016,3.9,2.0,25.0,1,0,Industrial Engineering,Mechanical Engineering,Tutor,Professor,Intern
Bachelor,,0.683333333,1,2020,,3.0,,0,0,Undeclared,Undeclared,,,
Bachelor,,0.65,1,2020,,1.0,,0,1,Mechanical Engineering,Undeclared,Market Research Analyst,,
Bachelor,,0.75,1,2020,,4.0,,0,0,Computer Science,Undeclared,Intern,,
Master,,0.85,2,2020,,1.0,,0,0,Undeclared,Economics,,,
Master,,0.8266666666666667,3,2003,4.0,1.0,,0,0,Education,Accounting,Manager,Instructional Designer,Online Course Instructor
Bachelor,,0.7933333333333333,2,1996,,,20.0,0,0,Undeclared,General Studies,Buisness Developer,Service Manager,System Technology Specialist
Bachelor,,0.683333333,1,2021,,3.0,40.0,0,1,Computer Science,Undeclared,Analyst,,
Master,,0.85,1,2013,,,,0,0,Business Administration,Undeclared,Business Development Director,Solutions Analyst,Product Marketing Specialist
Master,,0.643333333,3,2010,3.6,5.0,30.0,1,0,General Studies,Sociology,Engineer,Project Manager,Manufacturing Engineer
Bachelor,,0.65,1,2020,,5.0,,0,0,Computer Science,Undeclared,Machine Learning Engineer,,
Bachelor,,0.7600000000000001,1,,,4.0,,1,1,General Studies,Undeclared,Business Development Director,Inside Sales Manager,Inside Sales Manager
Bachelor,,0.816666667,1,,,1.0,25.0,0,0,Computer Engineering,Undeclared,Buisness Engineer,Project Engineer,Operations Technician
Master,,0.85,3,,,4.0,,0,0,Finance,Business Administration,Accountant,Consultant,Others
PhD,Hebrew,0.45,2,2008,0.16399999999999998,15.0,52.0,1,0,Computer Science,Computer Science,Intern,Intern,
Master,,0.85,2,2019,,5.0,,0,0,Computer Science,Computer Science,Software Engineer,,
Bachelor,,0.85,1,2019,,,20.0,1,0,Undeclared,Undeclared,Engineer,,
Master,,0.65,2,2018,,3.0,,0,0,Mathematics,Statistics,Business Analyst,,
Master,,0.6833333333333332,3,2015,,5.0,,0,0,Accounting,Finance,,Accountant,Accounting Clerk
Bachelor,,0.0,1,2021,,15.0,52.0,1,0,Electrical Engineering,Undeclared,Systems Engineer,,
Bachelor,,0.693333333,1,,,5.0,30.0,0,0,Computer Science,Undeclared,Customer Service Representative,Academic Resource Advisor,
Master,,0.6,2,2005,,2.0,25.0,0,1,Computer Science,Electrical Engineering,,Software Certification Analyst,Project Coordinator
Bachelor,,0.45,1,2007,,2.0,25.0,1,1,Accounting,Undeclared,Accountant,Financial Controller,
Bachelor,,0.85,1,,3.4,5.0,30.0,0,0,Design Technology,Undeclared,Engineering Technician,Material Handler,General Laborer
Bachelor,,0.716666667,1,2018,,2.0,25.0,0,0,Electrical Engineering,Undeclared,Consultant,Software Engineer,
Bachelor,,0.75,1,,,1.0,,0,0,Undeclared,Undeclared,,,
Master,,0.783333333,2,,3.5,,18.0,0,0,Industrial Engineering,Industrial Engineering,Industrial Engineer,Engineer,Intern
Bachelor,,0.77,1,,,5.0,,1,0,Chemical Engineering,Undeclared,Engineer,Field Engineer,Service Manager
Bachelor,,0.55,1,2018,,2.0,25.0,1,0,Mechanical Engineering,Undeclared,,,
Bachelor,Spanish,0.34,1,2009,2.5,2.0,25.0,0,1,Electrical Engineering,Undeclared,Engineering Technician,Instrument Technician,Project Coordinator
Bachelor,,0.85,1,1996,3.5,,22.0,0,1,Undeclared,Undeclared,Engineering Planning Manager,Manufacturing Project Engineer,Production Planner
Bachelor,,0.85,1,,,1.0,25.0,0,0,Accounting,Undeclared,Accountant,,Operation Consultant
Master,,0.546666667,2,2020,,15.0,52.0,1,0,Undeclared,Data Analytics,Intern,,
Bachelor,,0.476666667,1,2019,,1.0,,0,1,Undeclared,Undeclared,Analyst,,
Master,,0.85,3,2017,,3.0,,0,1,Information Systems,Criminal Justice,Business Development Analyst,Business Enterprise Risk Manager,Client Relationship Specialist
Bachelor,,0.65,1,2020,,,22.0,0,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.65,1,2019,,5.0,,1,0,Chemical Sciences,Undeclared,Data Scientist,,
Master,,0.65,2,2005,,1.0,25.0,0,0,Business Administration,Accounting,Accountant,Project Manager,Project Manager
Master,,0.5499999999999999,2,2006,,5.0,,0,0,Finance,Undeclared,Accountant,Accountant,Accountant
Master,,0.85,2,2019,,3.0,,0,0,Electrical Engineering,Data Science,Machine Learning Engineer,,
Bachelor,,0.75,0,,,1.0,,0,1,Undeclared,Undeclared,Corporate Engineering Support Technician,,
Bachelor,,0.816666667,1,2019,,,20.0,1,0,Computer Science,Undeclared,Machine Learning Engineer,,
Bachelor,,0.316666667,1,2021,,5.0,30.0,1,0,Computer Science,Undeclared,Intern,Software Engineer,
Bachelor,,0.683333333,1,,,3.0,,1,1,Mechanical Engineering,Undeclared,Mechancial Engineer,System Engineer,
Bachelor,,0.716666667,1,2019,,5.0,28.0,1,0,Electrical Engineering,Undeclared,Engineer,,
Bachelor,,0.65,1,2008,,3.0,,0,0,Computer Science,Undeclared,Accountant,Accounts Receivable Clerk,Mortgage Underwriter
Bachelor,,0.3166666666666666,2,2016,3.85,3.0,40.0,0,1,Accounting,Accounting,Accountant,Office Manager,Office Manager
Bachelor,,0.716666667,1,2020,,1.0,,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.35,1,2020,,2.0,25.0,1,0,Undeclared,Undeclared,Data Engineer,,
Master,,0.7833333333333333,2,2008,2.84,5.0,28.0,0,0,Computer Science,Natural Sciences,Business Development Director,Sales Representative,Business Development Director
Bachelor,,0.75,3,,3.472,5.0,,1,1,Undeclared,Chemical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,,0.85,1,,,5.0,25.0,0,0,Business Administration,Undeclared,Business Development Director,Marketing Analyst,Marketing Analyst
Bachelor,,0.85,1,2016,,3.0,25.0,1,0,Economics,Undeclared,Business Development Analyst,Documentation Analyst,Data Analyst
Bachelor,Spanish,0.7166666666666667,6,2016,,,,0,1,Accounting,Informatics Engineering,Accountant,Accountant,Bookkeeper
Bachelor,,0.5499999999999999,1,,,1.0,25.0,0,0,Accounting,Undeclared,Accountant,,Operation Consultant
PhD,,0.783333333,3,2015,,5.0,24.0,1,0,Mechanical Engineering,Robotics Engineering,Process Engineer,Research Assistant,Researcher
Bachelor,,0.616666667,1,2019,,3.0,,0,0,Computer Science,Undeclared,Software Engineer,,
Master,Swahili,0.85,5,2011,,1.0,25.0,0,0,Information Technology,Computer Science,,Computer Technician,Software Engineer
Bachelor,,0.85,3,2020,4.0,4.0,,0,0,Linguistics,General Engineering,,,Hard Coating Technician
Master,,0.75,2,,,,22.0,0,1,Computer Science,Electrical Engineering,Software Engineer,Software Engineer,Software Engineer
Bachelor,,0.61,1,2019,,,22.0,0,0,Computer Science,Undeclared,Data Scientist,,
Bachelor,,0.683333333,1,2018,,,20.0,0,1,Computer Science,Undeclared,Strategy Analyst,Data Scientist,
Bachelor,,0.35,1,2021,,2.0,25.0,1,0,Computer Science,Undeclared,Intern,,
Bachelor,,0.65,1,2021,,2.0,,1,0,Computer Science,Undeclared,Intern,,
Master,,0.65,2,2019,,5.0,28.0,1,0,Computer Science,Computer Science,,,
Master,,0.6,2,2019,,,18.0,1,0,Electrical Engineering,Electrical Engineering,Product Engineer,,
Master,,0.35,2,2019,,15.0,52.0,1,0,Biotechnology,Data Science,Intern,,
PhD,Japanese,0.366666667,3,2023,,15.0,52.0,0,0,Computer Science,Computer Science,Researcher,Software Engineer,Machine Learning Engineer
Master,,0.35,2,2020,,2.0,25.0,1,0,Undeclared,Data Analytics,Intern,,
Bachelor,,0.826666667,1,2020,,3.0,40.0,1,0,Computer Science,Undeclared,,,
Bachelor,,0.65,1,2015,,,18.0,0,0,Computer Science,Undeclared,Computer Technician,,Help Desk Technician
Bachelor,,0.8166666666666668,1,,,2.0,,0,0,Accounting,Undeclared,Accountant,,Operation Consultant
